"","especies","use","url"
"547","Rauia nodosa","",""
"548","Rauvolfia bahiensis","",""
"549","Rauvolfia grandiflora","",""
"550","Remijia ferruginea","",""
"551","Remijia firmula","",""
"552","Rhodostemonodaphne macrocalyx","",""
"553","Rudgea jasminoides","",""
"554","Rudgea longiflora","",""
"555","Rustia formosa","",""
"556","Salacia grandifolia","",""
"557","Schefflera angustissima","",""
"558","Schefflera macrocarpa","use","http://tropical.theferns.info/viewtropical.php?id=Schefflera+macrocarpa"
"559","Schefflera vinosa","",""
"560","Schistostemon macrophyllum","",""
"561","Schizocalyx cuspidatus","",""
"562","Schwartzia adamantium","use","http://tropical.theferns.info/viewtropical.php?id=Schwartzia+adamantium"
"563","Scleronema micranthum","use","http://tropical.theferns.info/viewtropical.php?id=Scleronema+micranthum"
"564","Sebastiania macrocarpa","",""
"565","Senefeldera verticillata","use","http://tropical.theferns.info/viewtropical.php?id=Senefeldera+verticillata"
"566","Senegalia bahiensis","",""
"567","Senegalia lasiophylla","",""
"568","Senegalia paganuccii","",""
"569","Senna acuruensis","",""
"570","Senna aversiflora","",""
"571","Senna cana","use","http://tropical.theferns.info/viewtropical.php?id=Senna+cana"
"572","Senna cearensis","",""
"573","Senna trachypus","",""
"574","Simira glaziovii","use","http://tropical.theferns.info/viewtropical.php?id=Simira+glaziovii"
"575","Simira sampaioana","use","http://tropical.theferns.info/viewtropical.php?id=Simira+sampaioana"
"576","Siparuna glycycarpa","",""
"577","Siphoneugena crassifolia","use","http://tropical.theferns.info/viewtropical.php?id=Siphoneugena+crassifolia"
"578","Solanum argenteum","",""
"579","Solanum cernuum","",""
"580","Solanum granulosoleprosum","",""
"581","Solanum lacerdae","",""
"582","Solanum leptostachys","",""
"583","Solanum oocarpum","",""
"584","Solanum pabstii","",""
"585","Solanum paranense","",""
"586","Solanum rufescens","",""
"587","Solanum stipulaceum","",""
"588","Solanum variabile","",""
"589","Sorocea hilarii","",""
"590","Sorocea racemosa","",""
"591","Sparattanthelium botocudorum","use","http://tropical.theferns.info/viewtropical.php?id=Sparattanthelium+botocudorum"
"592","Spondias macrocarpa","use","http://tropical.theferns.info/viewtropical.php?id=Spondias+macrocarpa"
"593","Spondias tuberosa","use","http://tropical.theferns.info/viewtropical.php?id=Spondias+tuberosa"
"594","Spondias venulosa","use","http://tropical.theferns.info/viewtropical.php?id=Spondias+venulosa"
"595","Stifftia chrysantha","use","http://tropical.theferns.info/viewtropical.php?id=Stifftia+chrysantha"
"596","Stillingia trapezoidea","",""
"597","Stillingia uleana","",""
"598","Stryphnodendron polyphyllum","use","http://tropical.theferns.info/viewtropical.php?id=Stryphnodendron+polyphyllum"
"599","Stryphnodendron rotundifolium","use","http://tropical.theferns.info/viewtropical.php?id=Stryphnodendron+rotundifolium"
"600","Styrax camporum","use","http://tropical.theferns.info/viewtropical.php?id=Styrax+camporum"
"601","Styrax martii","",""
"602","Swartzia apetala","use","http://tropical.theferns.info/viewtropical.php?id=Swartzia+apetala"
"603","Swartzia laurifolia","",""
"604","Swartzia recurva","use","http://tropical.theferns.info/viewtropical.php?id=Swartzia+recurva"
"605","Syagrus coronata","use","http://tropical.theferns.info/viewtropical.php?id=Syagrus+coronata"
"606","Syagrus vagans","use","http://tropical.theferns.info/viewtropical.php?id=Syagrus+vagans"
"607","Symplocos estrellensis","",""
"608","Symplocos glandulosomarginata","",""
"609","Symplocos laxiflora","",""
"610","Symplocos oblongifolia","",""
"611","Symplocos tetrandra","",""
"612","Tabebuia elliptica","use","http://tropical.theferns.info/viewtropical.php?id=Tabebuia+elliptica"
"613","Tabernaemontana angulata","use","http://tropical.theferns.info/viewtropical.php?id=Tabernaemontana+angulata"
"614","Tabernaemontana hystrix","use","http://tropical.theferns.info/viewtropical.php?id=Tabernaemontana+hystrix"
"615","Tabernaemontana laeta","",""
"616","Tabernaemontana salzmannii","use","http://tropical.theferns.info/viewtropical.php?id=Tabernaemontana+salzmannii"
"617","Tabernaemontana solanifolia","use","http://tropical.theferns.info/viewtropical.php?id=Tabernaemontana+solanifolia"
"618","Tachigali paratyensis","",""
"619","Talisia macrophylla","",""
"620","Terminalia actinophylla","",""
"621","Ternstroemia alnifolia","",""
"622","Tetrastylidium grandifolium","",""
"623","Theobroma grandiflorum","use","http://tropical.theferns.info/viewtropical.php?id=Theobroma+grandiflorum"
"624","Tibouchina clavata","",""
"625","Tibouchina estrellensis","",""
"626","Tibouchina pulchra","",""
"627","Tibouchina reitzii","",""
"628","Tibouchina sellowiana","",""
"629","Tibouchina velutina","",""
"630","Tococa subciliata","",""
"631","Tocoyena brasiliensis","",""
"632","Tovomita brevistaminea","",""
"633","Tovomita mangle","",""
"634","Tovomitopsis paniculata","",""
"635","Trembleya laniflora","",""
"636","Trembleya parviflora","",""
"637","Trischidium molle","",""
"638","Unonopsis bahiensis","",""
"639","Vantanea compacta","use","http://tropical.theferns.info/viewtropical.php?id=Vantanea+compacta"
"640","Vantanea obovata","",""
"641","Vellozia squamata","",""
"642","Vernonanthura discolor","use","http://tropical.theferns.info/viewtropical.php?id=Vernonanthura+discolor"
"643","Vernonanthura divaricata","",""
"644","Vernonanthura petiolaris","",""
"645","Virola gardneri","use","http://tropical.theferns.info/viewtropical.php?id=Virola+gardneri"
"646","Vismia brasiliensis","use","http://tropical.theferns.info/viewtropical.php?id=Vismia+brasiliensis"
"647","Vismia pentagyna","",""
"648","Vitex gardneriana","use","http://tropical.theferns.info/viewtropical.php?id=Vitex+gardneriana"
"649","Vitex panshiniana","",""
"650","Vitex polygama","use","http://tropical.theferns.info/viewtropical.php?id=Vitex+polygama"
"651","Vitex rufescens","",""
"652","Vitex schaueriana","",""
"653","Vitex sellowiana","use","http://tropical.theferns.info/viewtropical.php?id=Vitex+sellowiana"
"654","Vochysia acuminata","",""
"655","Vochysia bifalcata","use","http://tropical.theferns.info/viewtropical.php?id=Vochysia+bifalcata"
"656","Vochysia elliptica","",""
"657","Vochysia emarginata","",""
"658","Vochysia gardneri","",""
"659","Vochysia magnifica","use","http://tropical.theferns.info/viewtropical.php?id=Vochysia+magnifica"
"660","Vochysia pyramidalis","",""
"661","Vochysia thyrsoidea","use","http://tropical.theferns.info/viewtropical.php?id=Vochysia+thyrsoidea"
"662","Waltheria cinerascens","",""
"663","Waltheria cinerescens","",""
"664","Weinmannia humilis","",""
"665","Wunderlichia mirabilis","",""
"666","Xylopia laevigata","",""
"667","Xylopia ochrantha","",""
"668","Xylopia polyantha","",""
"669","Xylosma prockia","",""
"670","Zanthoxylum stelligerum","",""
"671","Zanthoxylum tingoassuiba","",""
"672","Ziziphus cotinifolia","",""
"673","Zollernia ilicifolia","use","http://tropical.theferns.info/viewtropical.php?id=Zollernia+ilicifolia"
